negara,region,lat,lon,tahun,volume_ribu_ton,pertumbuhan_persen
Meksiko,Amerika,23.63,-102.55,2024,1016.4,-10.93
Myanmar,Asia Tenggara,21.91,95.96,2000,109.6,
Myanmar,Asia Tenggara,21.91,95.96,2001,186.5,70.16
Myanmar,Asia Tenggara,21.91,95.96,2002,136.7,-26.7
Myanmar,Asia Tenggara,21.91,95.96,2003,85.8,-37.23
Myanmar,Asia Tenggara,21.91,95.96,2004,95.6,11.42
Myanmar,Asia Tenggara,21.91,95.96,2005,132.8,38.91
Myanmar,Asia Tenggara,21.91,95.96,2006,271.1,104.14
Myanmar,Asia Tenggara,21.91,95.96,2007,364.5,34.45
Myanmar,Asia Tenggara,21.91,95.96,2008,245.2,-32.73
Myanmar,Asia Tenggara,21.91,95.96,2009,244.0,-0.49
Myanmar,Asia Tenggara,21.91,95.96,2010,336.3,37.83
Myanmar,Asia Tenggara,21.91,95.96,2011,252.6,-24.89
Myanmar,Asia Tenggara,21.91,95.96,2012,381.8,51.15
Myanmar,Asia Tenggara,21.91,95.96,2013,644.6,68.83
Myanmar,Asia Tenggara,21.91,95.96,2014,751.6,16.6
Myanmar,Asia Tenggara,21.91,95.96,2015,784.7,4.4
Myanmar,Asia Tenggara,21.91,95.96,2016,964.5,22.91
Myanmar,Asia Tenggara,21.91,95.96,2017,1132.2,17.39
Myanmar,Asia Tenggara,21.91,95.96,2018,1268.7,12.06
Myanmar,Asia Tenggara,21.91,95.96,2019,1329.7,4.81
Myanmar,Asia Tenggara,21.91,95.96,2020,1454.1,9.36
Myanmar,Asia Tenggara,21.91,95.96,2021,1107.6,-23.83
Myanmar,Asia Tenggara,21.91,95.96,2022,733.3,-33.79
Myanmar,Asia Tenggara,21.91,95.96,2023,854.0,16.46
Myanmar,Asia Tenggara,21.91,95.96,2024,652.4,-23.61
Perancis,Eropa,46.23,2.21,2000,272.1,
Perancis,Eropa,46.23,2.21,2001,438.5,61.15
Perancis,Eropa,46.23,2.21,2002,608.6,38.79
Perancis,Eropa,46.23,2.21,2003,725.0,19.13
Perancis,Eropa,46.23,2.21,2004,718.5,-0.9
Perancis,Eropa,46.23,2.21,2005,719.9,0.19
Perancis,Eropa,46.23,2.21,2006,770.1,6.97
Perancis,Eropa,46.23,2.21,2007,353.0,-54.16
Perancis,Eropa,46.23,2.21,2008,242.7,-31.25
Perancis,Eropa,46.23,2.21,2009,212.4,-12.48
Perancis,Eropa,46.23,2.21,2010,267.8,26.08
Perancis,Eropa,46.23,2.21,2011,222.6,-16.88
Perancis,Eropa,46.23,2.21,2012,210.0,-5.66
Perancis,Eropa,46.23,2.21,2013,205.3,-2.24
Perancis,Eropa,46.23,2.21,2014,253.7,23.58
Perancis,Eropa,46.23,2.21,2015,233.2,-8.08
Perancis,Eropa,46.23,2.21,2016,245.5,5.27
Perancis,Eropa,46.23,2.21,2017,305.0,24.24
Perancis,Eropa,46.23,2.21,2018,263.9,-13.48
Perancis,Eropa,46.23,2.21,2019,353.8,34.07
Perancis,Eropa,46.23,2.21,2020,385.8,9.04
Perancis,Eropa,46.23,2.21,2021,258.8,-32.92
Perancis,Eropa,46.23,2.21,2022,321.8,24.34
Perancis,Eropa,46.23,2.21,2023,326.1,1.34
Perancis,Eropa,46.23,2.21,2024,284.1,-12.88
Polandia,Eropa,51.92,19.15,2000,0.0,
Polandia,Eropa,51.92,19.15,2001,0.0,
Polandia,Eropa,51.92,19.15,2002,90.4,inf
Polandia,Eropa,51.92,19.15,2003,77.2,-14.6
Polandia,Eropa,51.92,19.15,2004,75.2,-2.59
Polandia,Eropa,51.92,19.15,2005,77.9,3.59
Polandia,Eropa,51.92,19.15,2006,80.0,2.7
Polandia,Eropa,51.92,19.15,2007,85.9,7.37
Polandia,Eropa,51.92,19.15,2008,87.1,1.4
Polandia,Eropa,51.92,19.15,2009,66.7,-23.42
Polandia,Eropa,51.92,19.15,2010,727.3,990.4
Polandia,Eropa,51.92,19.15,2011,561.8,-22.76
Polandia,Eropa,51.92,19.15,2012,212.8,-62.12
Polandia,Eropa,51.92,19.15,2013,288.9,35.76
Polandia,Eropa,51.92,19.15,2014,391.9,35.65
Polandia,Eropa,51.92,19.15,2015,253.3,-35.37
Polandia,Eropa,51.92,19.15,2016,143.7,-43.27
Polandia,Eropa,51.92,19.15,2017,99.9,-30.48
Polandia,Eropa,51.92,19.15,2018,159.5,59.66
Polandia,Eropa,51.92,19.15,2019,141.4,-11.35
Polandia,Eropa,51.92,19.15,2020,148.8,5.23
Polandia,Eropa,51.92,19.15,2021,161.8,8.74
Polandia,Eropa,51.92,19.15,2022,2568.3,1487.33
Polandia,Eropa,51.92,19.15,2023,549.6,-78.6
Polandia,Eropa,51.92,19.15,2024,336.5,-38.77
Selandia Baru,Australia & Oceania,-40.9,174.89,2000,0.0,
Selandia Baru,Australia & Oceania,-40.9,174.89,2001,0.0,
Selandia Baru,Australia & Oceania,-40.9,174.89,2002,0.0,
Selandia Baru,Australia & Oceania,-40.9,174.89,2003,0.0,
Selandia Baru,Australia & Oceania,-40.9,174.89,2004,999.5,inf
Selandia Baru,Australia & Oceania,-40.9,174.89,2005,1392.0,39.27
Selandia Baru,Australia & Oceania,-40.9,174.89,2006,1899.7,36.47
Selandia Baru,Australia & Oceania,-40.9,174.89,2007,1269.9,-33.15
Selandia Baru,Australia & Oceania,-40.9,174.89,2008,1507.1,18.68
Selandia Baru,Australia & Oceania,-40.9,174.89,2009,1547.6,2.69
Selandia Baru,Australia & Oceania,-40.9,174.89,2010,1356.9,-12.32
Selandia Baru,Australia & Oceania,-40.9,174.89,2011,1138.2,-16.12
Selandia Baru,Australia & Oceania,-40.9,174.89,2012,1022.1,-10.2
Selandia Baru,Australia & Oceania,-40.9,174.89,2013,1612.9,57.8
Selandia Baru,Australia & Oceania,-40.9,174.89,2014,1589.1,-1.48
Selandia Baru,Australia & Oceania,-40.9,174.89,2015,1848.8,16.34
Selandia Baru,Australia & Oceania,-40.9,174.89,2016,1441.4,-22.04
Selandia Baru,Australia & Oceania,-40.9,174.89,2017,1888.8,31.04
Selandia Baru,Australia & Oceania,-40.9,174.89,2018,1955.2,3.52
Selandia Baru,Australia & Oceania,-40.9,174.89,2019,2001.1,2.35
Selandia Baru,Australia & Oceania,-40.9,174.89,2020,2414.1,20.64
Selandia Baru,Australia & Oceania,-40.9,174.89,2021,3314.1,37.28
Selandia Baru,Australia & Oceania,-40.9,174.89,2022,2229.5,-32.73
Selandia Baru,Australia & Oceania,-40.9,174.89,2023,1492.4,-33.06
Selandia Baru,Australia & Oceania,-40.9,174.89,2024,2261.2,51.51
Singapura,Asia Tenggara,1.35,103.82,2000,57907.5,
Singapura,Asia Tenggara,1.35,103.82,2001,95645.5,65.17
Singapura,Asia Tenggara,1.35,103.82,2002,39046.6,-59.18
Singapura,Asia Tenggara,1.35,103.82,2003,22072.8,-43.47
Singapura,Asia Tenggara,1.35,103.82,2004,18390.9,-16.68
Singapura,Asia Tenggara,1.35,103.82,2005,19269.9,4.78
Singapura,Asia Tenggara,1.35,103.82,2006,20762.6,7.75
Singapura,Asia Tenggara,1.35,103.82,2007,12593.9,-39.34
Singapura,Asia Tenggara,1.35,103.82,2008,15886.7,26.15
Singapura,Asia Tenggara,1.35,103.82,2009,11406.8,-28.2
Singapura,Asia Tenggara,1.35,103.82,2010,13424.4,17.69
Singapura,Asia Tenggara,1.35,103.82,2011,16847.6,25.5
Singapura,Asia Tenggara,1.35,103.82,2012,18141.2,7.68
Singapura,Asia Tenggara,1.35,103.82,2013,21530.3,18.68
Singapura,Asia Tenggara,1.35,103.82,2014,22057.6,2.45
Singapura,Asia Tenggara,1.35,103.82,2015,24035.2,8.97
Singapura,Asia Tenggara,1.35,103.82,2016,24715.1,2.83
Singapura,Asia Tenggara,1.35,103.82,2017,24034.2,-2.75
Singapura,Asia Tenggara,1.35,103.82,2018,21679.5,-9.8
Singapura,Asia Tenggara,1.35,103.82,2019,19331.3,-10.83
Singapura,Asia Tenggara,1.35,103.82,2020,16557.8,-14.35
Singapura,Asia Tenggara,1.35,103.82,2021,19909.0,20.24
Singapura,Asia Tenggara,1.35,103.82,2022,18000.9,-9.58
Singapura,Asia Tenggara,1.35,103.82,2023,18213.3,1.18
Singapura,Asia Tenggara,1.35,103.82,2024,17993.0,-1.21
Spanyol,Eropa,40.46,-3.75,2000,4251.8,
Spanyol,Eropa,40.46,-3.75,2001,3408.7,-19.83
Spanyol,Eropa,40.46,-3.75,2002,4108.3,20.52
Spanyol,Eropa,40.46,-3.75,2003,4110.8,0.06
Spanyol,Eropa,40.46,-3.75,2004,3560.8,-13.38
Spanyol,Eropa,40.46,-3.75,2005,4213.2,18.32
Spanyol,Eropa,40.46,-3.75,2006,5459.7,29.59
Spanyol,Eropa,40.46,-3.75,2007,5220.6,-4.38
Spanyol,Eropa,40.46,-3.75,2008,5558.1,6.46
Spanyol,Eropa,40.46,-3.75,2009,5915.8,6.44
Spanyol,Eropa,40.46,-3.75,2010,2781.4,-52.98
Spanyol,Eropa,40.46,-3.75,2011,4795.9,72.43
Spanyol,Eropa,40.46,-3.75,2012,6837.5,42.57
Spanyol,Eropa,40.46,-3.75,2013,5462.1,-20.12
Spanyol,Eropa,40.46,-3.75,2014,5631.3,3.1
Spanyol,Eropa,40.46,-3.75,2015,6237.4,10.76
Spanyol,Eropa,40.46,-3.75,2016,6540.3,4.86
Spanyol,Eropa,40.46,-3.75,2017,5705.5,-12.76
Spanyol,Eropa,40.46,-3.75,2018,7047.4,23.52
Spanyol,Eropa,40.46,-3.75,2019,3327.6,-52.78
Spanyol,Eropa,40.46,-3.75,2020,1670.8,-49.79
Spanyol,Eropa,40.46,-3.75,2021,1856.2,11.1
Spanyol,Eropa,40.46,-3.75,2022,1883.3,1.46
Spanyol,Eropa,40.46,-3.75,2023,1637.8,-13.04
Spanyol,Eropa,40.46,-3.75,2024,1568.0,-4.26
Swedia,Eropa,60.13,18.64,2000,68.2,
Swedia,Eropa,60.13,18.64,2001,89.8,31.67
Swedia,Eropa,60.13,18.64,2002,89.0,-0.89
Swedia,Eropa,60.13,18.64,2003,52.4,-41.12
Swedia,Eropa,60.13,18.64,2004,62.7,19.66
Swedia,Eropa,60.13,18.64,2005,45.8,-26.95
Swedia,Eropa,60.13,18.64,2006,107.1,133.84
Swedia,Eropa,60.13,18.64,2007,31.6,-70.49
Swedia,Eropa,60.13,18.64,2008,79.6,151.9
Swedia,Eropa,60.13,18.64,2009,71.6,-10.05
Swedia,Eropa,60.13,18.64,2010,38.6,-46.09
Swedia,Eropa,60.13,18.64,2011,35.7,-7.51
Swedia,Eropa,60.13,18.64,2012,38.7,8.4
Swedia,Eropa,60.13,18.64,2013,26.3,-32.04
Swedia,Eropa,60.13,18.64,2014,38.6,46.77
Swedia,Eropa,60.13,18.64,2015,43.0,11.4
Swedia,Eropa,60.13,18.64,2016,34.6,-19.53
Swedia,Eropa,60.13,18.64,2017,40.6,17.34
Swedia,Eropa,60.13,18.64,2018,54.9,35.22
Swedia,Eropa,60.13,18.64,2019,63.5,15.66
Swedia,Eropa,60.13,18.64,2020,79.5,25.2
Swedia,Eropa,60.13,18.64,2021,96.8,21.76
Swedia,Eropa,60.13,18.64,2022,72.4,-25.21
Swedia,Eropa,60.13,18.64,2023,69.6,-3.87
Swedia,Eropa,60.13,18.64,2024,83.0,19.25
Taiwan,Asia Timur,23.7,120.96,2000,0.0,
Taiwan,Asia Timur,23.7,120.96,2001,0.0,
Taiwan,Asia Timur,23.7,120.96,2002,19639.2,inf
Taiwan,Asia Timur,23.7,120.96,2003,21788.5,10.94
Taiwan,Asia Timur,23.7,120.96,2004,24074.9,10.49
Taiwan,Asia Timur,23.7,120.96,2005,21641.5,-10.11
Taiwan,Asia Timur,23.7,120.96,2006,29678.3,37.14
Taiwan,Asia Timur,23.7,120.96,2007,27153.6,-8.51
Taiwan,Asia Timur,23.7,120.96,2008,26940.3,-0.79
Taiwan,Asia Timur,23.7,120.96,2009,27072.0,0.49
Taiwan,Asia Timur,23.7,120.96,2010,29045.3,7.29
Taiwan,Asia Timur,23.7,120.96,2011,31412.3,8.15
Taiwan,Asia Timur,23.7,120.96,2012,32924.7,4.81
Taiwan,Asia Timur,23.7,120.96,2013,32126.3,-2.42
Taiwan,Asia Timur,23.7,120.96,2014,31874.8,-0.78
Taiwan,Asia Timur,23.7,120.96,2015,28796.4,-9.66
Taiwan,Asia Timur,23.7,120.96,2016,24757.5,-14.03
Taiwan,Asia Timur,23.7,120.96,2017,22843.7,-7.73
Taiwan,Asia Timur,23.7,120.96,2018,21898.3,-4.14
Taiwan,Asia Timur,23.7,120.96,2019,21764.6,-0.61
Taiwan,Asia Timur,23.7,120.96,2020,21514.8,-1.15
Taiwan,Asia Timur,23.7,120.96,2021,21548.7,0.16
Taiwan,Asia Timur,23.7,120.96,2022,22963.7,6.57
Taiwan,Asia Timur,23.7,120.96,2023,19347.2,-15.75
Taiwan,Asia Timur,23.7,120.96,2024,20699.5,6.99
Thailand,Asia Tenggara,15.87,100.99,2000,5065.6,
Thailand,Asia Tenggara,15.87,100.99,2001,4950.9,-2.26
Thailand,Asia Tenggara,15.87,100.99,2002,6250.8,26.26
Thailand,Asia Tenggara,15.87,100.99,2003,6983.3,11.72
Thailand,Asia Tenggara,15.87,100.99,2004,7550.9,8.13
Thailand,Asia Tenggara,15.87,100.99,2005,8498.7,12.55
Thailand,Asia Tenggara,15.87,100.99,2006,11138.8,31.06
Thailand,Asia Tenggara,15.87,100.99,2007,14197.2,27.46
Thailand,Asia Tenggara,15.87,100.99,2008,14763.2,3.99
Thailand,Asia Tenggara,15.87,100.99,2009,13831.6,-6.31
Thailand,Asia Tenggara,15.87,100.99,2010,15816.9,14.35
Thailand,Asia Tenggara,15.87,100.99,2011,16276.3,2.9
Thailand,Asia Tenggara,15.87,100.99,2012,18517.7,13.77
Thailand,Asia Tenggara,15.87,100.99,2013,17728.0,-4.26
Thailand,Asia Tenggara,15.87,100.99,2014,20008.4,12.86
Thailand,Asia Tenggara,15.87,100.99,2015,22676.2,13.33
Thailand,Asia Tenggara,15.87,100.99,2016,21818.0,-3.78
Thailand,Asia Tenggara,15.87,100.99,2017,22411.5,2.72
Thailand,Asia Tenggara,15.87,100.99,2018,25099.9,12.0
Thailand,Asia Tenggara,15.87,100.99,2019,22521.1,-10.27
Thailand,Asia Tenggara,15.87,100.99,2020,21437.5,-4.81
Thailand,Asia Tenggara,15.87,100.99,2021,20863.6,-2.68
Thailand,Asia Tenggara,15.87,100.99,2022,19993.7,-4.17
Thailand,Asia Tenggara,15.87,100.99,2023,17501.4,-12.47
Thailand,Asia Tenggara,15.87,100.99,2024,19988.3,14.21
Tiongkok,Asia Timur,35.86,104.2,2000,0.0,
Tiongkok,Asia Timur,35.86,104.2,2001,0.0,
Tiongkok,Asia Timur,35.86,104.2,2002,11544.7,inf
Tiongkok,Asia Timur,35.86,104.2,2003,11483.7,-0.53
Tiongkok,Asia Timur,35.86,104.2,2004,12631.9,10.0
Tiongkok,Asia Timur,35.86,104.2,2005,18629.8,47.48
Tiongkok,Asia Timur,35.86,104.2,2006,31246.4,67.72
Tiongkok,Asia Timur,35.86,104.2,2007,53392.0,70.87
Tiongkok,Asia Timur,35.86,104.2,2008,59468.1,11.38
Tiongkok,Asia Timur,35.86,104.2,2009,81745.4,37.46
Tiongkok,Asia Timur,35.86,104.2,2010,137643.7,68.38
Tiongkok,Asia Timur,35.86,104.2,2011,209264.2,52.03
Tiongkok,Asia Timur,35.86,104.2,2012,214891.2,2.69
Tiongkok,Asia Timur,35.86,104.2,2013,284601.8,32.44
Tiongkok,Asia Timur,35.86,104.2,2014,125331.8,-55.96
Tiongkok,Asia Timur,35.86,104.2,2015,94148.6,-24.88
Tiongkok,Asia Timur,35.86,104.2,2016,130333.6,38.43
Tiongkok,Asia Timur,35.86,104.2,2017,143938.1,10.44
Tiongkok,Asia Timur,35.86,104.2,2018,182019.4,26.46
Tiongkok,Asia Timur,35.86,104.2,2019,225422.9,23.85
Tiongkok,Asia Timur,35.86,104.2,2020,188714.5,-16.28
Tiongkok,Asia Timur,35.86,104.2,2021,257438.8,36.42
Tiongkok,Asia Timur,35.86,104.2,2022,226888.9,-11.87
Tiongkok,Asia Timur,35.86,104.2,2023,264630.6,16.63
Tiongkok,Asia Timur,35.86,104.2,2024,283163.3,7.0
Vietnam,Asia Tenggara,14.06,108.28,2000,1198.9,
Vietnam,Asia Tenggara,14.06,108.28,2001,860.4,-28.23
Vietnam,Asia Tenggara,14.06,108.28,2002,953.4,10.81
Vietnam,Asia Tenggara,14.06,108.28,2003,1030.0,8.03
Vietnam,Asia Tenggara,14.06,108.28,2004,938.0,-8.93
Vietnam,Asia Tenggara,14.06,108.28,2005,1162.8,23.97
Vietnam,Asia Tenggara,14.06,108.28,2006,1759.4,51.31
Vietnam,Asia Tenggara,14.06,108.28,2007,2145.5,21.94
Vietnam,Asia Tenggara,14.06,108.28,2008,2291.2,6.79
Vietnam,Asia Tenggara,14.06,108.28,2009,2410.0,5.19
Vietnam,Asia Tenggara,14.06,108.28,2010,2611.5,8.36
Vietnam,Asia Tenggara,14.06,108.28,2011,3014.0,15.41
Vietnam,Asia Tenggara,14.06,108.28,2012,2763.8,-8.3
Vietnam,Asia Tenggara,14.06,108.28,2013,3648.4,32.01
Vietnam,Asia Tenggara,14.06,108.28,2014,3253.5,-10.82
Vietnam,Asia Tenggara,14.06,108.28,2015,4248.2,30.57
Vietnam,Asia Tenggara,14.06,108.28,2016,5630.9,32.55
Vietnam,Asia Tenggara,14.06,108.28,2017,9358.0,66.19
Vietnam,Asia Tenggara,14.06,108.28,2018,15051.9,60.85
Vietnam,Asia Tenggara,14.06,108.28,2019,18488.4,22.83
Vietnam,Asia Tenggara,14.06,108.28,2020,21546.0,16.54
Vietnam,Asia Tenggara,14.06,108.28,2021,19501.1,-9.49
Vietnam,Asia Tenggara,14.06,108.28,2022,15161.7,-22.25
Vietnam,Asia Tenggara,14.06,108.28,2023,24949.0,64.55
Vietnam,Asia Tenggara,14.06,108.28,2024,32608.9,30.7
Yunani,Eropa,39.07,21.82,2000,179.6,
Yunani,Eropa,39.07,21.82,2001,177.6,-1.11
Yunani,Eropa,39.07,21.82,2002,289.8,63.18
Yunani,Eropa,39.07,21.82,2003,357.2,23.26
Yunani,Eropa,39.07,21.82,2004,132.9,-62.79
Yunani,Eropa,39.07,21.82,2005,247.8,86.46
Yunani,Eropa,39.07,21.82,2006,467.8,88.78
Yunani,Eropa,39.07,21.82,2007,702.7,50.21
Yunani,Eropa,39.07,21.82,2008,480.9,-31.56
Yunani,Eropa,39.07,21.82,2009,560.9,16.64
Yunani,Eropa,39.07,21.82,2010,365.6,-34.82
Yunani,Eropa,39.07,21.82,2011,663.3,81.43
Yunani,Eropa,39.07,21.82,2012,705.2,6.32
Yunani,Eropa,39.07,21.82,2013,543.4,-22.94
Yunani,Eropa,39.07,21.82,2014,143.4,-73.61
Yunani,Eropa,39.07,21.82,2015,104.7,-26.99
Yunani,Eropa,39.07,21.82,2016,125.3,19.68
Yunani,Eropa,39.07,21.82,2017,141.7,13.09
Yunani,Eropa,39.07,21.82,2018,218.2,53.99
Yunani,Eropa,39.07,21.82,2019,285.7,30.93
Yunani,Eropa,39.07,21.82,2020,311.5,9.03
Yunani,Eropa,39.07,21.82,2021,166.1,-46.68
Yunani,Eropa,39.07,21.82,2022,291.8,75.68
Yunani,Eropa,39.07,21.82,2023,196.0,-32.83
Yunani,Eropa,39.07,21.82,2024,203.4,3.78
